Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2011,April,Major Cities,All other trauma events,0-7,Female,Not applicable,Not applicable,765,1007,,,765
2011,April,Major Cities,All other trauma events,0-7,Male,Not applicable,Not applicable,1010,1694,,,1010
2011,April,Major Cities,All other trauma events,17-25,Female,Not applicable,Not applicable,859,1597,,,859
2011,April,Major Cities,All other trauma events,17-25,Male,Not applicable,Not applicable,2231,3878,2,3,2229
2011,April,Major Cities,All other trauma events,26-39,Female,Not applicable,Not applicable,1098,2347,1,14,1097
2011,April,Major Cities,All other trauma events,26-39,Male,Not applicable,Not applicable,2339,4686,7,25,2332
2011,April,Major Cities,All other trauma events,40-64,Female,Not applicable,Not applicable,2060,6506,3,12,2057
2011,April,Major Cities,All other trauma events,40-64,Male,Not applicable,Not applicable,2688,8527,6,47,2682
2011,April,Major Cities,All other trauma events,65-74,Female,Not applicable,Not applicable,960,5174,4,57,956
2011,April,Major Cities,All other trauma events,65-74,Male,Not applicable,Not applicable,661,3382,5,47,656
2011,April,Major Cities,All other trauma events,75+,Female,Not applicable,Not applicable,3288,26974,77,652,3211
2011,April,Major Cities,All other trauma events,75+,Male,Not applicable,Not applicable,1480,11983,62,537,1418
2011,April,Major Cities,All other trauma events,8-16,Female,Not applicable,Not applicable,562,943,,,562
2011,April,Major Cities,All other trauma events,8-16,Male,Not applicable,Not applicable,1239,1973,1,3,1238
2011,April,Major Cities,Medical events,0-7,Female,Not applicable,Not applicable,8083,27401,11,121,8072
2011,April,Major Cities,Medical events,0-7,Male,Not applicable,Not applicable,11119,34808,19,217,11100
2011,April,Major Cities,Medical events,17-25,Female,Not applicable,Not applicable,16666,38207,4,24,16662
2011,April,Major Cities,Medical events,17-25,Male,Not applicable,Not applicable,7972,24280,2,4,7970
2011,April,Major Cities,Medical events,26-39,Female,Not applicable,Not applicable,44976,113643,11,81,44965
2011,April,Major Cities,Medical events,26-39,Male,Not applicable,Not applicable,16814,53366,18,140,16796
2011,April,Major Cities,Medical events,40-64,Female,Not applicable,Not applicable,72908,162113,140,1725,72768
2011,April,Major Cities,Medical events,40-64,Male,Not applicable,Not applicable,67962,150673,210,2245,67752
2011,April,Major Cities,Medical events,65-74,Female,Not applicable,Not applicable,31963,84980,164,1993,31799
2011,April,Major Cities,Medical events,65-74,Male,Not applicable,Not applicable,38131,95210,250,2630,37881
2011,April,Major Cities,Medical events,75+,Female,Not applicable,Not applicable,40755,186660,694,6432,40061
2011,April,Major Cities,Medical events,75+,Male,Not applicable,Not applicable,43899,152459,690,6416,43209
2011,April,Major Cities,Medical events,8-16,Female,Not applicable,Not applicable,4831,11237,,,4831
2011,April,Major Cities,Medical events,8-16,Male,Not applicable,Not applicable,4828,11091,1,4,4827
2011,April,Major Cities,Non-traffic,0-7,Female,Not applicable,Not applicable,11,12,,,11
2011,April,Major Cities,Non-traffic,0-7,Male,Not applicable,Not applicable,25,67,,,25
2011,April,Major Cities,Non-traffic,17-25,Female,Not applicable,Not applicable,19,23,,,19
2011,April,Major Cities,Non-traffic,17-25,Male,Not applicable,Not applicable,109,288,,,109
2011,April,Major Cities,Non-traffic,26-39,Female,Not applicable,Not applicable,17,25,,,17
2011,April,Major Cities,Non-traffic,26-39,Male,Not applicable,Not applicable,107,384,,,107
2011,April,Major Cities,Non-traffic,40-64,Female,Not applicable,Not applicable,32,135,,,32
2011,April,Major Cities,Non-traffic,40-64,Male,Not applicable,Not applicable,130,630,,,130
2011,April,Major Cities,Non-traffic,65-74,Female,Not applicable,Not applicable,7,20,,,7
2011,April,Major Cities,Non-traffic,65-74,Male,Not applicable,Not applicable,12,64,,,12
2011,April,Major Cities,Non-traffic,75+,Female,Not applicable,Not applicable,16,174,,,16
2011,April,Major Cities,Non-traffic,75+,Male,Not applicable,Not applicable,13,134,,,13
2011,April,Major Cities,Non-traffic,8-16,Female,Not applicable,Not applicable,19,39,,,19
2011,April,Major Cities,Non-traffic,8-16,Male,Not applicable,Not applicable,113,205,,,113
2011,April,Major Cities,Other transport,0-7,Male,Not applicable,Not applicable,3,4,,,3
2011,April,Major Cities,Other transport,17-25,Female,Not applicable,Not applicable,2,9,,,2
2011,April,Major Cities,Other transport,17-25,Male,Not applicable,Not applicable,8,19,,,8
2011,April,Major Cities,Other transport,26-39,Female,Not applicable,Not applicable,4,5,,,4
2011,April,Major Cities,Other transport,26-39,Male,Not applicable,Not applicable,13,24,,,13
2011,April,Major Cities,Other transport,40-64,Female,Not applicable,Not applicable,10,26,,,10
2011,April,Major Cities,Other transport,40-64,Male,Not applicable,Not applicable,17,57,,,17
2011,April,Major Cities,Other transport,65-74,Male,Not applicable,Not applicable,3,27,,,3
2011,April,Major Cities,Other transport,75+,Female,Not applicable,Not applicable,1,13,,,1
2011,April,Major Cities,Other transport,75+,Male,Not applicable,Not applicable,5,27,,,5
2011,April,Major Cities,Other transport,8-16,Female,Not applicable,Not applicable,1,9,,,1
2011,April,Major Cities,Other transport,8-16,Male,Not applicable,Not applicable,4,23,,,4
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,"Car, pick-up truck or van",5,214,,,5
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Fixed or stationary object,2,21,,,2
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Car passenger,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Car unknown position,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,0-7,Female,Heavy transport passenger,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedal cyclist,Other and unspecified transport accidents,1,2,,,1
2011,April,Major Cities,Traffic,0-7,Female,Pedestrian,"Car, pick-up truck or van",5,18,,,5
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,"Car, pick-up truck or van",4,5,,,4
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,Fixed or stationary object,3,15,,,3
2011,April,Major Cities,Traffic,0-7,Male,Car passenger,Non-collision transport accident,2,3,,,2
2011,April,Major Cities,Traffic,0-7,Male,Motorcyclist,"Car, pick-up truck or van",1,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,"Car, pick-up truck or van",1,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Non-collision transport accident,2,2,,,2
2011,April,Major Cities,Traffic,0-7,Male,Pedal cyclist,Other and unspecified transport accidents,4,4,,,4
2011,April,Major Cities,Traffic,0-7,Male,Pedestrian,"Car, pick-up truck or van",4,17,,,4
2011,April,Major Cities,Traffic,17-25,Female,Bus occupant,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",43,154,,,43
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Fixed or stationary object,15,30,,,15
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Heavy transport vehicle or bus,4,17,,,4
2011,April,Major Cities,Traffic,17-25,Female,Car driver,Non-collision transport accident,6,10,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",28,44,,,28
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,Fixed or stationary object,6,15,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car passenger,Non-collision transport accident,6,10,,,6
2011,April,Major Cities,Traffic,17-25,Female,Car unknown position,"Car, pick-up truck or van",2,4,,,2
2011,April,Major Cities,Traffic,17-25,Female,Car unknown position,Other and unspecified transport accidents,3,6,,,3
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,2- or 3- wheeled motor vehicle,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",4,8,,,4
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,8,33,,,8
2011,April,Major Cities,Traffic,17-25,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Other or unknown,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,"Car, pick-up truck or van",3,5,,,3
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Heavy transport vehicle or bus,1,9,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Non-collision transport accident,3,7,,,3
2011,April,Major Cities,Traffic,17-25,Female,Pedal cyclist,Pedal cycle,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pedestrian,"Car, pick-up truck or van",14,32,,,14
2011,April,Major Cities,Traffic,17-25,Female,Pedestrian,Other non-motor vehicle,1,3,,,1
2011,April,Major Cities,Traffic,17-25,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1,4,,,1
2011,April,Major Cities,Traffic,17-25,Male,Bus occupant,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Bus occupant,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",36,111,,,36
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Fixed or stationary object,36,122,,,36
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Non-collision transport accident,8,20,,,8
2011,April,Major Cities,Traffic,17-25,Male,Car driver,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,"Car, pick-up truck or van",18,35,1,8,17
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Fixed or stationary object,16,106,,,16
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Non-collision transport accident,4,28,,,4
2011,April,Major Cities,Traffic,17-25,Male,Car passenger,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Car unknown position,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Heavy transport unknown position,Other and unspecified transport accidents,,6,,,0
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,2- or 3- wheeled motor vehicle,3,10,,,3
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",32,166,,,32
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Fixed or stationary object,17,247,1,1,16
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Heavy transport vehicle or bus,1,4,,,1
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,36,120,,,36
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Other and unspecified transport accidents,18,56,,,18
2011,April,Major Cities,Traffic,17-25,Male,Motorcyclist,Pedestrian or animal,1,6,,,1
2011,April,Major Cities,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,4,19,,,4
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,"Car, pick-up truck or van",8,31,,,8
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Fixed or stationary object,3,14,,,3
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Non-collision transport accident,8,31,,,8
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Other and unspecified transport accidents,12,13,,,12
2011,April,Major Cities,Traffic,17-25,Male,Pedal cyclist,Pedal cycle,1,1,,,1
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,2- or 3- wheeled motor vehicle,1,6,,,1
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",25,132,,,25
2011,April,Major Cities,Traffic,17-25,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",40,64,,,40
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Fixed or stationary object,26,107,,,26
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car driver,Non-collision transport accident,3,35,,,3
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,2- or 3- wheeled motor vehicle,1,16,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",22,39,,,22
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Fixed or stationary object,5,15,,,5
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car passenger,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car unknown position,"Car, pick-up truck or van",1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",1,28,,,1
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,6,15,,,6
2011,April,Major Cities,Traffic,26-39,Female,Motorcyclist,Other and unspecified transport accidents,2,4,,,2
2011,April,Major Cities,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1,3,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,2- or 3- wheeled motor vehicle,,3,,,0
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,"Car, pick-up truck or van",3,4,,,3
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Fixed or stationary object,1,6,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,6,7,,,6
2011,April,Major Cities,Traffic,26-39,Female,Pedal cyclist,Other and unspecified transport accidents,4,6,,,4
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,2- or 3- wheeled motor vehicle,2,2,,,2
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,"Car, pick-up truck or van",17,71,,,17
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,Heavy transport vehicle or bus,1,15,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pedestrian,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1,8,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",32,97,,,32
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Fixed or stationary object,29,134,,,29
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Heavy transport vehicle or bus,3,66,,,3
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Non-collision transport accident,9,15,,,9
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Car driver,Pedestrian or animal,1,6,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",7,20,,,7
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Fixed or stationary object,4,22,,,4
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Non-collision transport accident,5,32,,,5
2011,April,Major Cities,Traffic,26-39,Male,Car passenger,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,"Car, pick-up truck or van",1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Car unknown position,Other and unspecified transport accidents,2,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,"Car, pick-up truck or van",1,2,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Fixed or stationary object,2,2,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Heavy transport vehicle or bus,2,6,,,2
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport driver,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport unknown position,Non-collision transport accident,1,5,,,1
2011,April,Major Cities,Traffic,26-39,Male,Heavy transport unknown position,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,2- or 3- wheeled motor vehicle,3,29,,,3
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",35,226,,,35
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,14,194,1,2,13
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Heavy transport vehicle or bus,1,11,,,1
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,48,136,,,48
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,17,31,,,17
2011,April,Major Cities,Traffic,26-39,Male,Motorcyclist,Pedestrian or animal,2,17,,,2
2011,April,Major Cities,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,3,11,,,3
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,"Car, pick-up truck or van",19,43,,,19
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,3,7,,,3
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,25,62,,,25
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Other and unspecified transport accidents,16,32,,,16
2011,April,Major Cities,Traffic,26-39,Male,Pedal cyclist,Pedal cycle,7,11,,,7
2011,April,Major Cities,Traffic,26-39,Male,Pedestrian,2- or 3- wheeled motor vehicle,1,1,,,1
2011,April,Major Cities,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",10,49,,,10
2011,April,Major Cities,Traffic,40-64,Female,Bus occupant,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",68,165,,,68
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Fixed or stationary object,8,27,,,8
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Heavy transport vehicle or bus,9,20,,,9
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Non-collision transport accident,6,16,,,6
2011,April,Major Cities,Traffic,40-64,Female,Car driver,Other and unspecified transport accidents,3,6,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,"Car, pick-up truck or van",22,45,,,22
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Fixed or stationary object,3,18,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Car passenger,Non-collision transport accident,3,6,,,3
2011,April,Major Cities,Traffic,40-64,Female,Car unknown position,Other and unspecified transport accidents,2,17,,,2
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,2- or 3- wheeled motor vehicle,1,4,,,1
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",5,15,,,5
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Fixed or stationary object,3,22,,,3
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,7,17,,,7
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,3,10,,,3
2011,April,Major Cities,Traffic,40-64,Female,Motorcyclist,Pedestrian or animal,1,4,,,1
2011,April,Major Cities,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,4,7,,,4
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,2- or 3- wheeled motor vehicle,,3,,,0
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,"Car, pick-up truck or van",13,44,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,13,29,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,13,20,,,13
2011,April,Major Cities,Traffic,40-64,Female,Pedal cyclist,Pedal cycle,2,3,,,2
2011,April,Major Cities,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",19,175,1,1,18
2011,April,Major Cities,Traffic,40-64,Female,Pick-up truck or van occupant,"Car, pick-up truck or van",1,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Bus occupant,Non-collision transport accident,1,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",54,253,,,54
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Fixed or stationary object,20,127,,,20
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,6,25,,,6
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Non-collision transport accident,10,48,,,10
2011,April,Major Cities,Traffic,40-64,Male,Car driver,Other non-motor vehicle,1,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",8,22,,,8
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Fixed or stationary object,1,10,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Heavy transport vehicle or bus,,59,,,0
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Other and unspecified transport accidents,1,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car passenger,Train,1,2,,,1
2011,April,Major Cities,Traffic,40-64,Male,Car unknown position,Other and unspecified transport accidents,5,9,,,5
2011,April,Major Cities,Traffic,40-64,Male,Car unknown position,Pedestrian or animal,1,27,,,1
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport driver,Non-collision transport accident,6,30,,,6
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport passenger,Heavy transport vehicle or bus,1,4,,,1
2011,April,Major Cities,Traffic,40-64,Male,Heavy transport unknown position,Non-collision transport accident,1,25,,,1
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,2- or 3- wheeled motor vehicle,2,6,,,2
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,"Car, pick-up truck or van",36,223,,,36
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Fixed or stationary object,8,15,,,8
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Heavy transport vehicle or bus,1,3,,,1
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,59,253,,,59
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,20,46,,,20
2011,April,Major Cities,Traffic,40-64,Male,Motorcyclist,Pedestrian or animal,1,19,,,1
2011,April,Major Cities,Traffic,40-64,Male,Other or unknown,Other and unspecified transport accidents,6,13,,,6
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,"Car, pick-up truck or van",31,139,1,1,30
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Fixed or stationary object,9,39,,,9
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Heavy transport vehicle or bus,2,74,,,2
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Non-collision transport accident,46,166,,,46
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Other and unspecified transport accidents,16,32,,,16
2011,April,Major Cities,Traffic,40-64,Male,Pedal cyclist,Pedal cycle,7,42,,,7
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,2- or 3- wheeled motor vehicle,1,14,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",16,69,,,16
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,Heavy transport vehicle or bus,3,17,1,4,2
2011,April,Major Cities,Traffic,40-64,Male,Pedestrian,Other and unspecified transport accidents,1,3,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",2,3,,,2
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,Fixed or stationary object,1,1,,,1
2011,April,Major Cities,Traffic,40-64,Male,Pick-up truck or van occupant,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,65-74,Female,Bus occupant,Other and unspecified transport accidents,1,10,,,1
2011,April,Major Cities,Traffic,65-74,Female,Car driver,2- or 3- wheeled motor vehicle,2,4,,,2
2011,April,Major Cities,Traffic,65-74,Female,Car driver,"Car, pick-up truck or van",17,56,,,17
2011,April,Major Cities,Traffic,65-74,Female,Car driver,Fixed or stationary object,4,28,,,4
2011,April,Major Cities,Traffic,65-74,Female,Car driver,Non-collision transport accident,3,3,,,3
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,"Car, pick-up truck or van",11,54,,,11
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,Fixed or stationary object,2,2,,,2
2011,April,Major Cities,Traffic,65-74,Female,Car passenger,Other non-motor vehicle,1,2,,,1
2011,April,Major Cities,Traffic,65-74,Female,Car unknown position,Other and unspecified transport accidents,1,1,,,1
2011,April,Major Cities,Traffic,65-74,Female,Motorcyclist,"Car, pick-up truck or van",1,4,,,1
2011,April,Major Cities,Traffic,65-74,Female,Pedal cyclist,Non-collision transport accident,2,5,,,2
2011,April,Major Cities,Traffic,65-74,Female,Pedestrian,"Car, pick-up truck or van",9,95,,,9
2011,April,Major Cities,Traffic,65-74,Male,Car driver,"Car, pick-up truck or van",13,47,,,13
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Fixed or stationary object,7,37,,,7
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Heavy transport vehicle or bus,1,1,,,1
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Non-collision transport accident,2,39,,,2
2011,April,Major Cities,Traffic,65-74,Male,Car driver,Other non-motor vehicle,1,10,,,1
2011,April,Major Cities,Traffic,65-74,Male,Car passenger,"Car, pick-up truck or van",1,2,,,1
2011,April,Major Cities,Traffic,65-74,Male,Heavy transport passenger,Non-collision transport accident,1,6,,,1
2011,April,Major Cities,Traffic,65-74,Male,Motorcyclist,"Car, pick-up truck or van",3,10,,,3
2011,April,Major Cities,Traffic,65-74,Male,Motorcyclist,Non-collision transport accident,3,18,,,3
2011,April,Major Cities,Traffic,65-74,Male,Pedal cyclist,"Car, pick-up truck or van",2,21,,,2
2011,April,Major Cities,Traffic,65-74,Male,Pedal cyclist,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,65-74,Male,Pedal cyclist,Other and unspecified transport accidents,2,10,,,2
2011,April,Major Cities,Traffic,65-74,Male,Pedal cyclist,Pedal cycle,1,1,,,1
2011,April,Major Cities,Traffic,65-74,Male,Pedestrian,"Car, pick-up truck or van",6,32,,,6
2011,April,Major Cities,Traffic,65-74,Male,Pedestrian,Heavy transport vehicle or bus,1,6,,,1
2011,April,Major Cities,Traffic,75+,Female,Bus occupant,Non-collision transport accident,3,23,,,3
2011,April,Major Cities,Traffic,75+,Female,Car driver,"Car, pick-up truck or van",16,67,1,4,15
2011,April,Major Cities,Traffic,75+,Female,Car driver,Fixed or stationary object,3,8,,,3
2011,April,Major Cities,Traffic,75+,Female,Car driver,Non-collision transport accident,1,1,,,1
2011,April,Major Cities,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",16,58,,,16
2011,April,Major Cities,Traffic,75+,Female,Car passenger,Fixed or stationary object,1,12,,,1
2011,April,Major Cities,Traffic,75+,Female,Car passenger,Non-collision transport accident,,15,,,0
2011,April,Major Cities,Traffic,75+,Female,Car unknown position,"Car, pick-up truck or van",2,2,,,2
