Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2015,September,Major Cities,Traffic,75+,Female,Bus occupant,Non-collision transport accident,2,23,,,2
2015,September,Major Cities,Traffic,75+,Female,Bus occupant,Other and unspecified transport accidents,1,1,,,1
2015,September,Major Cities,Traffic,75+,Female,Car driver,"Car, pick-up truck or van",33,353,1,18,32
2015,September,Major Cities,Traffic,75+,Female,Car driver,Fixed or stationary object,9,96,,,9
2015,September,Major Cities,Traffic,75+,Female,Car driver,Heavy transport vehicle or bus,1,1,,,1
2015,September,Major Cities,Traffic,75+,Female,Car driver,Non-collision transport accident,1,7,,,1
2015,September,Major Cities,Traffic,75+,Female,Car driver,Other and unspecified transport accidents,,7,,,0
2015,September,Major Cities,Traffic,75+,Female,Car passenger,"Car, pick-up truck or van",10,99,,,10
2015,September,Major Cities,Traffic,75+,Female,Car passenger,Fixed or stationary object,2,16,,,2
2015,September,Major Cities,Traffic,75+,Female,Car passenger,Heavy transport vehicle or bus,1,3,,,1
2015,September,Major Cities,Traffic,75+,Female,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Major Cities,Traffic,75+,Female,Car unknown position,"Car, pick-up truck or van",,15,,,0
2015,September,Major Cities,Traffic,75+,Female,Car unknown position,Other and unspecified transport accidents,2,22,,,2
2015,September,Major Cities,Traffic,75+,Female,Other or unknown,Other and unspecified transport accidents,,7,,,0
2015,September,Major Cities,Traffic,75+,Female,Pedal cyclist,Non-collision transport accident,1,2,,,1
2015,September,Major Cities,Traffic,75+,Female,Pedestrian,"Car, pick-up truck or van",12,196,2,5,10
2015,September,Major Cities,Traffic,75+,Female,Pedestrian,Heavy transport vehicle or bus,,25,,,0
2015,September,Major Cities,Traffic,75+,Male,Bus occupant,Other and unspecified transport accidents,1,1,,,1
2015,September,Major Cities,Traffic,75+,Male,Car driver,"Car, pick-up truck or van",19,154,,,19
2015,September,Major Cities,Traffic,75+,Male,Car driver,Fixed or stationary object,8,51,,,8
2015,September,Major Cities,Traffic,75+,Male,Car driver,Heavy transport vehicle or bus,1,1,,,1
2015,September,Major Cities,Traffic,75+,Male,Car driver,Non-collision transport accident,1,1,,,1
2015,September,Major Cities,Traffic,75+,Male,Car passenger,"Car, pick-up truck or van",3,8,1,6,2
2015,September,Major Cities,Traffic,75+,Male,Car passenger,Fixed or stationary object,3,29,,,3
2015,September,Major Cities,Traffic,75+,Male,Car passenger,Pedestrian or animal,1,1,,,1
2015,September,Major Cities,Traffic,75+,Male,Car unknown position,Other and unspecified transport accidents,,11,,,0
2015,September,Major Cities,Traffic,75+,Male,Heavy transport passenger,Non-collision transport accident,1,13,,,1
2015,September,Major Cities,Traffic,75+,Male,Motorcyclist,Non-collision transport accident,2,28,,,2
2015,September,Major Cities,Traffic,75+,Male,Other or unknown,Other and unspecified transport accidents,2,69,,,2
2015,September,Major Cities,Traffic,75+,Male,Pedal cyclist,"Car, pick-up truck or van",1,7,,,1
2015,September,Major Cities,Traffic,75+,Male,Pedal cyclist,Non-collision transport accident,4,17,,,4
2015,September,Major Cities,Traffic,75+,Male,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Major Cities,Traffic,75+,Male,Pedestrian,2- or 3- wheeled motor vehicle,1,32,,,1
2015,September,Major Cities,Traffic,75+,Male,Pedestrian,"Car, pick-up truck or van",7,330,,,7
2015,September,Major Cities,Traffic,75+,Male,Pedestrian,Pedestrian or animal,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,"Car, pick-up truck or van",11,16,,,11
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,Fixed or stationary object,3,3,,,3
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,Heavy transport vehicle or bus,2,4,,,2
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,Non-collision transport accident,2,2,,,2
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,Other and unspecified transport accidents,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Female,Car passenger,Pedestrian or animal,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Female,Motorcyclist,Non-collision transport accident,3,5,,,3
2015,September,Major Cities,Traffic,8-16,Female,Motorcyclist,Other and unspecified transport accidents,1,2,,,1
2015,September,Major Cities,Traffic,8-16,Female,Pedal cyclist,"Car, pick-up truck or van",1,13,,,1
2015,September,Major Cities,Traffic,8-16,Female,Pedal cyclist,Fixed or stationary object,2,3,,,2
2015,September,Major Cities,Traffic,8-16,Female,Pedal cyclist,Non-collision transport accident,2,2,,,2
2015,September,Major Cities,Traffic,8-16,Female,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Major Cities,Traffic,8-16,Female,Pedal cyclist,Pedal cycle,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Female,Pedestrian,"Car, pick-up truck or van",5,6,,,5
2015,September,Major Cities,Traffic,8-16,Male,Bus occupant,Heavy transport vehicle or bus,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Male,Car driver,Fixed or stationary object,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Male,Car passenger,"Car, pick-up truck or van",13,27,,,13
2015,September,Major Cities,Traffic,8-16,Male,Car passenger,Fixed or stationary object,2,5,,,2
2015,September,Major Cities,Traffic,8-16,Male,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Male,Car passenger,Other and unspecified transport accidents,1,1,,,1
2015,September,Major Cities,Traffic,8-16,Male,Motorcyclist,2- or 3- wheeled motor vehicle,2,2,,,2
2015,September,Major Cities,Traffic,8-16,Male,Motorcyclist,"Car, pick-up truck or van",3,7,,,3
2015,September,Major Cities,Traffic,8-16,Male,Motorcyclist,Non-collision transport accident,5,10,,,5
2015,September,Major Cities,Traffic,8-16,Male,Motorcyclist,Other and unspecified transport accidents,3,3,,,3
2015,September,Major Cities,Traffic,8-16,Male,Pedal cyclist,"Car, pick-up truck or van",9,15,,,9
2015,September,Major Cities,Traffic,8-16,Male,Pedal cyclist,Fixed or stationary object,2,3,,,2
2015,September,Major Cities,Traffic,8-16,Male,Pedal cyclist,Non-collision transport accident,14,19,,,14
2015,September,Major Cities,Traffic,8-16,Male,Pedal cyclist,Other and unspecified transport accidents,14,15,,,14
2015,September,Major Cities,Traffic,8-16,Male,Pedestrian,"Car, pick-up truck or van",14,43,,,14
2015,September,Major Cities,Traffic,8-16,Male,Pedestrian,Other and unspecified transport accidents,1,1,,,1
2015,September,Major Cities,Unknown traffic,0-7,Female,Not applicable,Not applicable,3,4,,,3
2015,September,Major Cities,Unknown traffic,0-7,Male,Not applicable,Not applicable,1,1,,,1
2015,September,Major Cities,Unknown traffic,17-25,Female,Not applicable,Not applicable,28,66,,,28
2015,September,Major Cities,Unknown traffic,17-25,Male,Not applicable,Not applicable,4,4,,,4
2015,September,Major Cities,Unknown traffic,26-39,Female,Not applicable,Not applicable,19,54,,,19
2015,September,Major Cities,Unknown traffic,26-39,Male,Not applicable,Not applicable,15,74,,,15
2015,September,Major Cities,Unknown traffic,40-64,Female,Not applicable,Not applicable,29,154,,,29
2015,September,Major Cities,Unknown traffic,40-64,Male,Not applicable,Not applicable,39,195,,,39
2015,September,Major Cities,Unknown traffic,65-74,Female,Not applicable,Not applicable,13,97,1,10,12
2015,September,Major Cities,Unknown traffic,65-74,Male,Not applicable,Not applicable,8,52,,,8
2015,September,Major Cities,Unknown traffic,75+,Female,Not applicable,Not applicable,19,334,,,19
2015,September,Major Cities,Unknown traffic,75+,Male,Not applicable,Not applicable,15,165,,,15
2015,September,Major Cities,Unknown traffic,8-16,Female,Not applicable,Not applicable,26,37,,,26
2015,September,Major Cities,Unknown traffic,8-16,Male,Not applicable,Not applicable,7,13,,,7
2015,September,Missing,All other trauma events,0-7,Female,Not applicable,Not applicable,5,5,,,5
2015,September,Missing,All other trauma events,0-7,Male,Not applicable,Not applicable,10,22,,,10
2015,September,Missing,All other trauma events,17-25,Female,Not applicable,Not applicable,37,71,1,1,36
2015,September,Missing,All other trauma events,17-25,Male,Not applicable,Not applicable,75,132,,,75
2015,September,Missing,All other trauma events,26-39,Female,Not applicable,Not applicable,37,84,,,37
2015,September,Missing,All other trauma events,26-39,Male,Not applicable,Not applicable,103,190,1,1,102
2015,September,Missing,All other trauma events,40-64,Female,Not applicable,Not applicable,39,94,,,39
2015,September,Missing,All other trauma events,40-64,Male,Not applicable,Not applicable,69,298,,,69
2015,September,Missing,All other trauma events,65-74,Female,Not applicable,Not applicable,10,32,,,10
2015,September,Missing,All other trauma events,65-74,Male,Not applicable,Not applicable,9,56,,,9
2015,September,Missing,All other trauma events,75+,Female,Not applicable,Not applicable,25,352,1,9,24
2015,September,Missing,All other trauma events,75+,Male,Not applicable,Not applicable,8,47,,,8
2015,September,Missing,All other trauma events,8-16,Female,Not applicable,Not applicable,4,58,,,4
2015,September,Missing,All other trauma events,8-16,Male,Not applicable,Not applicable,12,46,,,12
2015,September,Missing,Medical events,0-7,Female,Not applicable,Not applicable,68,350,,,68
2015,September,Missing,Medical events,0-7,Male,Not applicable,Not applicable,90,277,,,90
2015,September,Missing,Medical events,17-25,Female,Not applicable,Not applicable,240,891,,,240
2015,September,Missing,Medical events,17-25,Male,Not applicable,Not applicable,181,511,,,181
2015,September,Missing,Medical events,26-39,Female,Not applicable,Not applicable,429,1345,,26,429
2015,September,Missing,Medical events,26-39,Male,Not applicable,Not applicable,374,1974,,,374
2015,September,Missing,Medical events,40-64,Female,Not applicable,Not applicable,508,1927,,,508
2015,September,Missing,Medical events,40-64,Male,Not applicable,Not applicable,623,5065,2,27,621
2015,September,Missing,Medical events,65-74,Female,Not applicable,Not applicable,155,506,1,3,154
2015,September,Missing,Medical events,65-74,Male,Not applicable,Not applicable,208,984,2,2,206
2015,September,Missing,Medical events,75+,Female,Not applicable,Not applicable,168,832,7,53,161
2015,September,Missing,Medical events,75+,Male,Not applicable,Not applicable,180,794,7,43,173
2015,September,Missing,Medical events,8-16,Female,Not applicable,Not applicable,39,86,,,39
2015,September,Missing,Medical events,8-16,Male,Not applicable,Not applicable,36,83,,,36
2015,September,Missing,Medical events,Missing,intersex or indeterminate or missing,Not applicable,Not applicable,4,34,,,4
2015,September,Missing,Non-traffic,17-25,Female,Not applicable,Not applicable,2,7,,,2
2015,September,Missing,Non-traffic,17-25,Male,Not applicable,Not applicable,3,11,,,3
2015,September,Missing,Non-traffic,26-39,Female,Not applicable,Not applicable,2,38,,,2
2015,September,Missing,Non-traffic,26-39,Male,Not applicable,Not applicable,3,3,,,3
2015,September,Missing,Non-traffic,40-64,Female,Not applicable,Not applicable,2,2,,,2
2015,September,Missing,Non-traffic,40-64,Male,Not applicable,Not applicable,1,6,,,1
2015,September,Missing,Non-traffic,75+,Female,Not applicable,Not applicable,3,42,,,3
2015,September,Missing,Non-traffic,75+,Male,Not applicable,Not applicable,1,1,,,1
2015,September,Missing,Other transport,17-25,Male,Not applicable,Not applicable,2,2,,,2
2015,September,Missing,Other transport,40-64,Male,Not applicable,Not applicable,1,1,,,1
2015,September,Missing,Traffic,0-7,Female,Car passenger,"Car, pick-up truck or van",2,2,,,2
2015,September,Missing,Traffic,0-7,Male,Car passenger,"Car, pick-up truck or van",1,1,,,1
2015,September,Missing,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",2,2,,,2
2015,September,Missing,Traffic,17-25,Female,Car driver,Fixed or stationary object,1,3,,,1
2015,September,Missing,Traffic,17-25,Female,Car driver,Non-collision transport accident,,3,,,0
2015,September,Missing,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",1,10,,,1
2015,September,Missing,Traffic,17-25,Female,Car passenger,Non-collision transport accident,3,37,,,3
2015,September,Missing,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",,29,,,0
2015,September,Missing,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,17-25,Female,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Missing,Traffic,17-25,Female,Pedestrian,"Car, pick-up truck or van",3,4,,,3
2015,September,Missing,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",2,5,,,2
2015,September,Missing,Traffic,17-25,Male,Car driver,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,17-25,Male,Car passenger,Fixed or stationary object,2,2,,,2
2015,September,Missing,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",2,3,,,2
2015,September,Missing,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,2,2,,,2
2015,September,Missing,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",2,2,,,2
2015,September,Missing,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",3,3,,,3
2015,September,Missing,Traffic,26-39,Female,Car driver,Fixed or stationary object,1,1,,,1
2015,September,Missing,Traffic,26-39,Female,Car driver,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,26-39,Female,Car passenger,Fixed or stationary object,2,2,,,2
2015,September,Missing,Traffic,26-39,Female,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2015,September,Missing,Traffic,26-39,Male,Car driver,Fixed or stationary object,2,9,,,2
2015,September,Missing,Traffic,26-39,Male,Car driver,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",1,78,,,1
2015,September,Missing,Traffic,26-39,Male,Car passenger,Fixed or stationary object,1,1,,,1
2015,September,Missing,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,1,2,,,1
2015,September,Missing,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",1,4,,,1
2015,September,Missing,Traffic,40-64,Female,Car driver,Heavy transport vehicle or bus,1,1,,,1
2015,September,Missing,Traffic,40-64,Female,Car driver,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,40-64,Female,Car passenger,Fixed or stationary object,,43,,,0
2015,September,Missing,Traffic,40-64,Female,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,,15,,,0
2015,September,Missing,Traffic,40-64,Female,Pedal cyclist,Fixed or stationary object,2,6,,,2
2015,September,Missing,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,,4,,,0
2015,September,Missing,Traffic,40-64,Female,Pedestrian,Train,1,13,1,13,0
2015,September,Missing,Traffic,40-64,Male,Car driver,Fixed or stationary object,2,2,,,2
2015,September,Missing,Traffic,40-64,Male,Car driver,Non-collision transport accident,3,4,,,3
2015,September,Missing,Traffic,40-64,Male,Car passenger,Non-collision transport accident,,32,,,0
2015,September,Missing,Traffic,40-64,Male,Motorcyclist,Non-collision transport accident,1,1,,,1
2015,September,Missing,Traffic,40-64,Male,Motorcyclist,Other and unspecified transport accidents,1,3,,,1
2015,September,Missing,Traffic,40-64,Male,Pedestrian,"Car, pick-up truck or van",1,4,,,1
2015,September,Missing,Traffic,75+,Male,Car passenger,Fixed or stationary object,1,8,,,1
2015,September,Missing,Traffic,75+,Male,Pedal cyclist,Non-collision transport accident,1,4,,,1
2015,September,Missing,Traffic,8-16,Female,Pedestrian,"Car, pick-up truck or van",,38,,,0
2015,September,Missing,Traffic,8-16,Male,Car passenger,Fixed or stationary object,,28,,,0
2015,September,Missing,Unknown traffic,17-25,Female,Not applicable,Not applicable,2,7,,,2
2015,September,Missing,Unknown traffic,17-25,Male,Not applicable,Not applicable,1,71,,,1
2015,September,Missing,Unknown traffic,26-39,Female,Not applicable,Not applicable,2,2,,,2
2015,September,Missing,Unknown traffic,26-39,Male,Not applicable,Not applicable,3,38,,,3
2015,September,Missing,Unknown traffic,40-64,Female,Not applicable,Not applicable,1,8,,,1
2015,September,Missing,Unknown traffic,40-64,Male,Not applicable,Not applicable,2,15,,,2
2015,September,Regional,All other trauma events,0-7,Female,Not applicable,Not applicable,318,432,,,318
2015,September,Regional,All other trauma events,0-7,Male,Not applicable,Not applicable,444,600,,,444
2015,September,Regional,All other trauma events,17-25,Female,Not applicable,Not applicable,366,600,,,366
2015,September,Regional,All other trauma events,17-25,Male,Not applicable,Not applicable,773,1523,1,1,772
2015,September,Regional,All other trauma events,26-39,Female,Not applicable,Not applicable,460,1052,2,5,458
2015,September,Regional,All other trauma events,26-39,Male,Not applicable,Not applicable,967,2229,2,4,965
2015,September,Regional,All other trauma events,40-64,Female,Not applicable,Not applicable,1132,3909,2,10,1130
2015,September,Regional,All other trauma events,40-64,Male,Not applicable,Not applicable,1414,4738,6,27,1408
2015,September,Regional,All other trauma events,65-74,Female,Not applicable,Not applicable,524,3638,1,16,523
2015,September,Regional,All other trauma events,65-74,Male,Not applicable,Not applicable,563,3055,4,6,559
2015,September,Regional,All other trauma events,75+,Female,Not applicable,Not applicable,1475,17836,24,215,1451
2015,September,Regional,All other trauma events,75+,Male,Not applicable,Not applicable,738,8114,19,194,719
2015,September,Regional,All other trauma events,8-16,Female,Not applicable,Not applicable,349,654,,,349
2015,September,Regional,All other trauma events,8-16,Male,Not applicable,Not applicable,582,1035,,,582
2015,September,Regional,Medical events,0-7,Female,Not applicable,Not applicable,4019,11439,5,29,4014
2015,September,Regional,Medical events,0-7,Male,Not applicable,Not applicable,5550,15163,6,24,5544
2015,September,Regional,Medical events,17-25,Female,Not applicable,Not applicable,8292,17240,,9,8292
2015,September,Regional,Medical events,17-25,Male,Not applicable,Not applicable,3404,8480,1,2,3403
2015,September,Regional,Medical events,26-39,Female,Not applicable,Not applicable,17175,39424,6,37,17169
2015,September,Regional,Medical events,26-39,Male,Not applicable,Not applicable,7079,17175,8,93,7071
2015,September,Regional,Medical events,40-64,Female,Not applicable,Not applicable,36511,77272,85,893,36426
2015,September,Regional,Medical events,40-64,Male,Not applicable,Not applicable,33631,75111,116,1045,33515
2015,September,Regional,Medical events,40-64,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2015,September,Regional,Medical events,65-74,Female,Not applicable,Not applicable,19865,56605,99,985,19766
2015,September,Regional,Medical events,65-74,Male,Not applicable,Not applicable,24156,60967,143,1292,24013
2015,September,Regional,Medical events,65-74,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2015,September,Regional,Medical events,75+,Female,Not applicable,Not applicable,19784,85731,338,3110,19446
2015,September,Regional,Medical events,75+,Male,Not applicable,Not applicable,23434,87610,368,3555,23066
2015,September,Regional,Medical events,8-16,Female,Not applicable,Not applicable,2542,5247,2,13,2540
2015,September,Regional,Medical events,8-16,Male,Not applicable,Not applicable,2454,4525,,,2454
2015,September,Regional,Medical events,8-16,intersex or indeterminate or missing,Not applicable,Not applicable,1,1,,,1
2015,September,Regional,Non-traffic,0-7,Female,Not applicable,Not applicable,10,13,,,10
2015,September,Regional,Non-traffic,0-7,Male,Not applicable,Not applicable,22,39,,,22
2015,September,Regional,Non-traffic,17-25,Female,Not applicable,Not applicable,14,49,,,14
2015,September,Regional,Non-traffic,17-25,Male,Not applicable,Not applicable,87,239,,,87
2015,September,Regional,Non-traffic,26-39,Female,Not applicable,Not applicable,14,47,,,14
2015,September,Regional,Non-traffic,26-39,Male,Not applicable,Not applicable,86,439,,,86
2015,September,Regional,Non-traffic,40-64,Female,Not applicable,Not applicable,16,52,,,16
2015,September,Regional,Non-traffic,40-64,Male,Not applicable,Not applicable,96,259,,,96
2015,September,Regional,Non-traffic,65-74,Female,Not applicable,Not applicable,4,36,,,4
2015,September,Regional,Non-traffic,65-74,Male,Not applicable,Not applicable,9,27,,,9
2015,September,Regional,Non-traffic,75+,Female,Not applicable,Not applicable,3,31,,,3
2015,September,Regional,Non-traffic,75+,Male,Not applicable,Not applicable,12,53,,,12
2015,September,Regional,Non-traffic,8-16,Female,Not applicable,Not applicable,13,36,,,13
2015,September,Regional,Non-traffic,8-16,Male,Not applicable,Not applicable,109,197,,,109
2015,September,Regional,Other transport,0-7,Female,Not applicable,Not applicable,1,1,,,1
2015,September,Regional,Other transport,17-25,Male,Not applicable,Not applicable,1,4,,,1
2015,September,Regional,Other transport,26-39,Female,Not applicable,Not applicable,2,3,,,2
2015,September,Regional,Other transport,26-39,Male,Not applicable,Not applicable,5,9,,,5
2015,September,Regional,Other transport,40-64,Female,Not applicable,Not applicable,3,22,1,12,2
2015,September,Regional,Other transport,40-64,Male,Not applicable,Not applicable,11,29,,,11
2015,September,Regional,Other transport,65-74,Female,Not applicable,Not applicable,3,14,,,3
2015,September,Regional,Other transport,65-74,Male,Not applicable,Not applicable,3,8,,,3
2015,September,Regional,Other transport,75+,Female,Not applicable,Not applicable,4,12,,,4
2015,September,Regional,Other transport,75+,Male,Not applicable,Not applicable,,67,,,0
2015,September,Regional,Other transport,8-16,Female,Not applicable,Not applicable,2,2,,,2
2015,September,Regional,Other transport,8-16,Male,Not applicable,Not applicable,4,12,,,4
2015,September,Regional,Traffic,0-7,Female,Car passenger,Fixed or stationary object,2,9,,,2
2015,September,Regional,Traffic,0-7,Female,Car passenger,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,0-7,Female,Pedal cyclist,Non-collision transport accident,3,3,,,3
2015,September,Regional,Traffic,0-7,Female,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,0-7,Female,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,0-7,Male,Car passenger,"Car, pick-up truck or van",3,6,,,3
2015,September,Regional,Traffic,0-7,Male,Car passenger,Non-collision transport accident,1,35,,,1
2015,September,Regional,Traffic,0-7,Male,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,0-7,Male,Pedal cyclist,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,0-7,Male,Pedal cyclist,Non-collision transport accident,2,3,,,2
2015,September,Regional,Traffic,0-7,Male,Pedal cyclist,Other and unspecified transport accidents,2,2,,,2
2015,September,Regional,Traffic,0-7,Male,Pedestrian,"Car, pick-up truck or van",1,1,,,1
2015,September,Regional,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",10,21,,,10
2015,September,Regional,Traffic,17-25,Female,Car driver,Fixed or stationary object,13,89,,,13
2015,September,Regional,Traffic,17-25,Female,Car driver,Non-collision transport accident,10,44,,,10
2015,September,Regional,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",6,30,,,6
2015,September,Regional,Traffic,17-25,Female,Car passenger,Fixed or stationary object,4,28,,,4
2015,September,Regional,Traffic,17-25,Female,Car passenger,Heavy transport vehicle or bus,1,2,,,1
2015,September,Regional,Traffic,17-25,Female,Car passenger,Non-collision transport accident,2,3,,,2
2015,September,Regional,Traffic,17-25,Female,Car passenger,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,17-25,Female,Car unknown position,Other and unspecified transport accidents,,12,,,0
2015,September,Regional,Traffic,17-25,Female,Car unknown position,Pedestrian or animal,1,1,,,1
2015,September,Regional,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",3,6,,,3
2015,September,Regional,Traffic,17-25,Female,Motorcyclist,Fixed or stationary object,1,6,,,1
2015,September,Regional,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,6,9,,,6
2015,September,Regional,Traffic,17-25,Female,Motorcyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,17-25,Female,Other or unknown,Other and unspecified transport accidents,2,10,,,2
2015,September,Regional,Traffic,17-25,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2015,September,Regional,Traffic,17-25,Female,Pedestrian,"Car, pick-up truck or van",1,35,,,1
2015,September,Regional,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",8,26,,,8
2015,September,Regional,Traffic,17-25,Male,Car driver,Fixed or stationary object,20,152,,,20
2015,September,Regional,Traffic,17-25,Male,Car driver,Heavy transport vehicle or bus,1,2,,,1
2015,September,Regional,Traffic,17-25,Male,Car driver,Non-collision transport accident,12,108,,,12
2015,September,Regional,Traffic,17-25,Male,Car passenger,"Car, pick-up truck or van",4,37,1,1,3
2015,September,Regional,Traffic,17-25,Male,Car passenger,Fixed or stationary object,4,31,,,4
2015,September,Regional,Traffic,17-25,Male,Car passenger,Non-collision transport accident,5,15,,,5
2015,September,Regional,Traffic,17-25,Male,Car unknown position,Other and unspecified transport accidents,2,30,,,2
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,2- or 3- wheeled motor vehicle,1,1,,,1
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",4,28,1,7,3
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,Fixed or stationary object,5,35,1,1,4
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,18,51,,,18
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,Other and unspecified transport accidents,14,30,,,14
2015,September,Regional,Traffic,17-25,Male,Motorcyclist,Pedestrian or animal,4,54,,,4
2015,September,Regional,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,17-25,Male,Pedal cyclist,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,17-25,Male,Pedal cyclist,Non-collision transport accident,3,15,,,3
2015,September,Regional,Traffic,17-25,Male,Pedal cyclist,Pedal cycle,1,1,,,1
2015,September,Regional,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",2,5,,,2
2015,September,Regional,Traffic,17-25,Male,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2015,September,Regional,Traffic,17-25,Male,Pick-up truck or van occupant,"Car, pick-up truck or van",2,2,,,2
2015,September,Regional,Traffic,17-25,Male,Pick-up truck or van occupant,Non-collision transport accident,3,13,,,3
2015,September,Regional,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",9,48,,,9
2015,September,Regional,Traffic,26-39,Female,Car driver,Fixed or stationary object,14,55,,,14
2015,September,Regional,Traffic,26-39,Female,Car driver,Heavy transport vehicle or bus,2,14,,,2
2015,September,Regional,Traffic,26-39,Female,Car driver,Non-collision transport accident,10,35,,,10
2015,September,Regional,Traffic,26-39,Female,Car driver,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,26-39,Female,Car driver,Pedestrian or animal,1,34,,,1
2015,September,Regional,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",4,5,,,4
2015,September,Regional,Traffic,26-39,Female,Car passenger,Non-collision transport accident,1,2,,,1
2015,September,Regional,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,4,4,,,4
2015,September,Regional,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",3,11,,,3
2015,September,Regional,Traffic,26-39,Female,Motorcyclist,Fixed or stationary object,1,1,,,1
2015,September,Regional,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,3,7,,,3
2015,September,Regional,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,26-39,Female,Pedal cyclist,"Car, pick-up truck or van",2,2,,,2
2015,September,Regional,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,1,6,,,1
2015,September,Regional,Traffic,26-39,Female,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2015,September,Regional,Traffic,26-39,Female,Pedal cyclist,Pedal cycle,1,2,,,1
2015,September,Regional,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",5,5,,,5
2015,September,Regional,Traffic,26-39,Male,Car driver,Fixed or stationary object,17,270,,2,17
