"Calendar year","6-monthly","Cause of injury = traffic","First Nations status","Category Type","Category Value","Hospitalisations","Bed days excluding died in hospitals within 30 days"
2014,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",199,"986"
2014,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",150,"1213"
2014,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",14,"67"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",315,"749"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",959,"2578"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3548,"11763"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4070,"13718"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",5558,"23354"
2014,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2128,"14355"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",0,"0"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",108,"534"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",218,"964"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",189,"904"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",164,"1323"
2014,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",0,"0"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",0,"0"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1021,"2210"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3602,"10868"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4037,"13826"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",5547,"22968"
2014,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",0,"0"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",42,"111"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",140,"390"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",167,"586"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",195,"764"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",183,"1109"
2015,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",19,"127"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",314,"935"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1066,"2736"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3669,"11721"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4084,"12965"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",5873,"22865"
2015,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2287,"14122"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",37,"136"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",99,"404"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",253,"974"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",254,"1553"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",189,"1228"
2015,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",22,"222"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",340,"1343"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1110,"3270"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3647,"16262"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4285,"22283"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",5714,"36121"
2015,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2384,"25584"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",42,"100"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",142,"457"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",239,"841"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",201,"895"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",173,"1689"
2016,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",12,"238"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",314,"1017"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1155,"2935"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3949,"16911"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4426,"20803"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",6049,"35337"
2016,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2470,"24534"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",47,"136"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",112,"361"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",262,"962"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",221,"1681"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",201,"1529"
2016,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",17,"83"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",320,"937"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1045,"2545"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3890,"17347"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4471,"21130"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",6108,"36272"
2016,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2487,"25325"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",37,"72"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",125,"333"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",236,"790"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",228,"1623"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",191,"1340"
2017,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",15,"133"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",314,"634"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1097,"3558"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3850,"15329"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4619,"20462"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",6255,"35477"
2017,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2470,"23090"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",44,"152"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",126,"517"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",270,"1141"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",207,"1181"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",227,"1293"
2017,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",27,"223"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",328,"849"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1125,"2880"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",4006,"16883"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4307,"19845"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",6074,"32875"
2017,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2585,"26172"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",25,"60"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",130,"323"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",264,"1010"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",267,"1618"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",186,"1004"
2018,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",22,"210"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",334,"1116"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1059,"2847"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3794,"14632"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4633,"19062"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",6265,"33193"
2018,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2595,"24086"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",45,"243"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",123,"512"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",343,"2073"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",275,"1720"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",225,"1232"
2018,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",25,"162"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",312,"1050"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1085,"2887"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3828,"16976"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4467,"17819"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",6116,"33328"
2018,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2710,"25366"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",40,"85"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",113,"369"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",261,"1245"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",264,"1369"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",193,"1108"
2019,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",27,"191"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",311,"1283"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1067,"2620"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3842,"17090"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4534,"19164"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",6357,"32678"
2019,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2678,"22904"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",38,"252"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",135,"443"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",260,"1955"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",275,"1733"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",218,"1248"
2019,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",32,"317"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",305,"846"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1152,"3346"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3644,"15296"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4434,"15749"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",6222,"34360"
2019,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2936,"26534"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",41,"157"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",117,"362"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",300,"1619"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",295,"1652"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",209,"1380"
2020,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",28,"185"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",309,"921"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1134,"2849"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3352,"12715"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",3911,"15452"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",5550,"28893"
2020,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2240,"22400"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",41,"259"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",178,"689"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",405,"1959"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",364,"2191"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",287,"1698"
2020,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",25,"225"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",311,"755"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1344,"3436"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3831,"13891"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4494,"16994"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",6124,"29702"
2020,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2586,"21891"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Motorcyclist",44,"289"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Pedal cyclist",140,"640"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Pedestrian",361,"2003"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Heavy transport driver, passenger or unknown position",286,"1606"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Pick-up truck or van occupant",272,"1804"
2021,"Jan-Jun","Traffic","First Nations people","Road user","Bus occupant",14,"187"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Other or unknown",312,"685"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",1204,"3779"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Motorcyclist",3776,"15822"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedal cyclist",4548,"17570"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Pedestrian",6602,"33374"
2021,"Jan-Jun","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",2818,"24697"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Pick-up truck or van occupant",42,"111"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Bus occupant",151,"597"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Other or unknown",325,"1519"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Car driver, passenger or unknown position",311,"2375"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Motorcyclist",243,"2026"
2021,"Jul-Dec","Traffic","First Nations people","Road user","Pedal cyclist",31,"119"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pedestrian",298,"874"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Heavy transport driver, passenger or unknown position",1329,"3464"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Pick-up truck or van occupant",3449,"13175"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Bus occupant",4141,"17058"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Other or unknown",5735,"28284"
2021,"Jul-Dec","Traffic","Non-Indigenous","Road user","Car driver, passenger or unknown position",2543,"22621"
2011,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",183,"1161"
2011,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",210,"1317"
2011,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",156,"1105"
2011,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",10214,"44524"
2011,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4791,"24534"
2011,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",370,"1822"
2011,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",185,"996"
2011,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",245,"1056"
2011,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",174,"878"
2011,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",10771,"44760"
2011,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4926,"23431"
2011,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",419,"1913"
2012,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",202,"1059"
2012,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",239,"1213"
2012,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",203,"1305"
2012,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",10497,"41747"
2012,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4933,"23871"
2012,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",371,"1665"
2012,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",227,"1170"
2012,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",306,"1224"
2012,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",223,"1202"
2012,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",10361,"45401"
2012,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4603,"22708"
2012,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",431,"2159"
2013,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",204,"1172"
2013,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",263,"1309"
2013,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",209,"1169"
2013,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",10909,"42680"
2013,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4425,"20743"
2013,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",372,"1591"
2013,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",242,"941"
2013,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",277,"1491"
2013,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",211,"1462"
2013,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11315,"43040"
2013,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4793,"21628"
2013,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",393,"1658"
2014,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",230,"1150"
2014,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",309,"1411"
2014,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",183,"1052"
2014,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11251,"41792"
2014,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4594,"20775"
2014,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",366,"1891"
2014,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",256,"1159"
2014,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",256,"1445"
2014,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",209,"1355"
2014,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11321,"41091"
2014,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4764,"21247"
2014,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",371,"1752"
2015,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",238,"904"
2015,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",291,"898"
2015,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",208,"1173"
2015,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11713,"41282"
2015,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4812,"20455"
2015,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",358,"1583"
2015,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",270,"982"
2015,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",322,"1829"
2015,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",253,"1661"
2015,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11884,"68361"
2015,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4872,"32528"
2015,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",336,"1945"
2016,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",257,"999"
2016,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",327,"1923"
2016,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",210,"1209"
2016,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12724,"67750"
2016,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4904,"29741"
2016,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",335,"1697"
2016,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",294,"1560"
2016,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",321,"1492"
2016,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",244,"1694"
2016,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12666,"66920"
2016,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",4942,"32243"
2016,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",343,"1772"
2017,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",302,"1280"
2017,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",345,"1636"
2017,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",174,"1267"
2017,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12805,"63829"
2017,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",5036,"30468"
2017,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",339,"1991"
2017,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",315,"1363"
2017,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",359,"1565"
2017,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",219,"1501"
2017,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12483,"63570"
2017,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",5127,"32073"
2017,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",314,"1537"
2018,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",287,"1052"
2018,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",386,"2031"
2018,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",210,"1076"
2018,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12789,"60888"
2018,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",5059,"30203"
2018,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",344,"1320"
2018,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",355,"1445"
2018,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",411,"2340"
2018,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",256,"2063"
2018,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12447,"60147"
2018,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",5219,"33299"
2018,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",376,"1443"
2019,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",357,"1945"
2019,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",327,"1452"
2019,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",195,"913"
2019,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12904,"62332"
2019,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",5038,"29554"
2019,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",309,"1387"
2019,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",351,"2419"
2019,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Regional",342,"1777"
2019,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Remote",252,"1654"
2019,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",12598,"61781"
2019,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Regional",5194,"30109"
2019,"Jul-Dec","Traffic","Non-Indigenous","ABS remoteness area","Remote",329,"1598"
2020,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Major Cities",377,"1642"
2020,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Regional",407,"2411"
2020,"Jan-Jun","Traffic","First Nations people","ABS remoteness area","Remote",191,"1206"
2020,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Major Cities",11156,"53928"
2020,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Regional",4604,"26060"
2020,"Jan-Jun","Traffic","Non-Indigenous","ABS remoteness area","Remote",295,"1294"
2020,"Jul-Dec","Traffic","First Nations people","ABS remoteness area","Major Cities",433,"2365"
